ID,Dataset,Gender,ethnicity_census,Handedness,Age,AgeMonths,LCA_SEP,weighted_mean_track,weighted_mean_aim,weighted_mean_steer,ethnicity,ethnicity_3gp
4861,PSY,Male,5,Right,7,88,Least dep and most educated,0.21896811,-0.003466837,0.214068374,Asian/Asian British,Pakistani
4862,PSY,Male,5,Right,7,93,Most dep,0.619598695,0.406537468,0.315679652,Asian/Asian British,Pakistani
4863,PSY,Male,5,Right,8,97,Most dep,0.476052186,0.227761075,-0.149150787,Asian/Asian British,Pakistani
4864,PSY,Female,5,Right,7,94,Benefits but coping,0.370811754,-0.209064703,0.355986679,Asian/Asian British,Pakistani
4865,PSY,Male,5,Right,7,92,Benefits but coping,0.468516214,0.510058493,0.384374445,Asian/Asian British,Pakistani
4866,PSY,Male,9,Right,7,92,Benefits but coping,0.423870891,0.252587587,-0.087179461,Asian/Asian British,Other
4867,PSY,Female,13,Left,7,94,Most dep,0.563471616,NA,-0.022509473,Mixed,Other
4868,PSY,Male,5,Right,8,96,Benefits but coping,-0.129767926,0.399716152,-0.074650253,Asian/Asian British,Pakistani
4869,PSY,Male,1,Right,7,87,Least dep and most educated,0.439737144,-0.14044965,-0.250190284,White,White British
4870,PSY,Male,5,Right,7,95,Employed no access to money,0.321652342,0.299482845,-0.016295397,Asian/Asian British,Pakistani
4871,PSY,Male,5,Right,7,94,Benefits but coping,0.247182292,-0.274452343,-0.272288798,Asian/Asian British,Pakistani
4872,PSY,Female,5,Right,7,85,Most dep,0.547786826,0.531557955,0.000663078,Asian/Asian British,Pakistani
4873,PSY,Female,5,Right,7,91,Most dep,0.162863396,0.171654359,0.044459866,Asian/Asian British,Pakistani
4874,PSY,Female,5,Right,7,89,Employed no access to money,0.230625187,0.362708034,0.394043632,Asian/Asian British,Pakistani
4875,PSY,Male,5,Right,8,98,Benefits but coping,0.124373354,-0.279167705,0.084757851,Asian/Asian British,Pakistani
4876,PSY,Female,19,Right,8,106,Employed no access to money,0.612333192,NA,0.417261143,NA,NA
4877,PSY,Female,19,Right,8,107,Benefits but coping,0.457855969,0.737438002,0.125691453,NA,NA
4878,PSY,Female,5,Right,8,106,Least dep and most educated,0.707930461,0.860881952,0.195314813,Asian/Asian British,Pakistani
4879,SS,Female,5,Right,4,58,Least dep and most educated,0.078537894,-0.82217929,0.040790076,Asian/Asian British,Pakistani
4880,PSY,Male,5,Right,9,115,Benefits but coping,0.193400004,0.526827994,0.260227314,Asian/Asian British,Pakistani
4881,SS,Male,5,Right,5,67,Benefits but coping,0.193655274,-0.582414125,0.202102232,Asian/Asian British,Pakistani
4882,PSY,Female,5,Right,7,93,Employed not mat dep,-0.440041832,-0.077005472,-0.203927194,Asian/Asian British,Pakistani
4883,PSY,Male,5,Right,7,95,Benefits but coping,0.232535305,0.283975579,0.007531974,Asian/Asian British,Pakistani
4884,PSY,Female,5,Right,7,94,Benefits but coping,0.413296147,0.382128483,0.244269224,Asian/Asian British,Pakistani
4885,PSY,Male,5,Right,7,95,Benefits but coping,0.759493748,0.095250462,0.369015186,Asian/Asian British,Pakistani
4886,PSY,Female,5,Right,9,117,Least dep and most educated,0.453667325,0.223232577,0.312119844,Asian/Asian British,Pakistani
4887,SS,Female,5,Right,5,69,Least dep and most educated,-0.009994916,-0.856187793,0.149304907,Asian/Asian British,Pakistani
4888,PSY,Female,5,Right,7,95,Least dep and most educated,0.619963568,0.395590014,0.095919059,Asian/Asian British,Pakistani
4889,PSY,Male,5,Right,7,89,Least dep and most educated,0.298132916,0.220206649,0.035030343,Asian/Asian British,Pakistani
4890,PSY,Male,5,Right,7,90,Employed no access to money,0.139211001,0.096374758,0.293067945,Asian/Asian British,Pakistani
4891,PSY,Male,5,Right,7,88,Benefits but coping,0.239334803,-1.249019144,-0.512383258,Asian/Asian British,Pakistani
4892,PSY,Female,5,Right,7,90,Most dep,-0.121298853,0.178232238,0.181321318,Asian/Asian British,Pakistani
4893,PSY,Female,5,Right,7,92,Benefits but coping,0.46381016,0.273548531,0.454142319,Asian/Asian British,Pakistani
4894,PSY,Female,7,Right,7,89,Benefits but coping,0.38544668,0.410158775,0.268560162,Asian/Asian British,Other
4895,PSY,Female,5,Right,7,90,Most dep,0.411361754,0.150297919,0.1762885,Asian/Asian British,Pakistani
4896,PSY,Male,5,Right,7,88,Benefits but coping,0.614507189,0.345615116,0.290275612,Asian/Asian British,Pakistani
4897,PSY,Female,5,Right,8,97,Benefits but coping,-0.181768325,0.307650605,-0.574298851,Asian/Asian British,Pakistani
4898,PSY,Male,5,Right,8,102,Benefits but coping,-0.043068396,NA,-0.452340454,Asian/Asian British,Pakistani
4899,PSY,Female,5,Right,7,91,Most dep,0.212968004,0.42956969,0.299428623,Asian/Asian British,Pakistani
4900,SS,Female,5,Right,5,60,Most dep,-0.123260072,-2.425569331,0.042291346,Asian/Asian British,Pakistani
4901,PSY,Male,5,Right,7,93,Benefits but coping,0.549581125,0.248408402,0.066116078,Asian/Asian British,Pakistani
4902,PSY,Male,6,Right,7,87,Benefits but coping,0.538432968,0.406983731,-0.109695164,Asian/Asian British,Other
4903,NA,Female,5,Right,NA,NA,Least dep and most educated,NA,NA,NA,Asian/Asian British,Pakistani
4904,PSY,Male,7,Right,7,88,Employed not mat dep,0.237721519,0.362670211,-0.110366376,Asian/Asian British,Other
4905,PSY,Male,5,Right,8,102,Employed no access to money,0.572441511,0.463498645,0.347476161,Asian/Asian British,Pakistani
4906,SS,Male,5,Right,4,55,Employed no access to money,-0.078714848,0.576491228,0.000760289,Asian/Asian British,Pakistani
4907,PSY,Female,5,Right,7,93,Benefits but coping,0.105973697,NA,0.261181965,Asian/Asian British,Pakistani
4908,PSY,Female,14,Right,8,103,Employed no access to money,0.349168086,0.704576142,-0.086839272,Mixed,Other
4909,PSY,Male,1,Left,8,100,Employed not mat dep,0.433759818,NA,0.178837709,White,White British
4910,PSY,Female,5,Right,7,93,Employed no access to money,0.072461691,-0.992038077,0.141353511,Asian/Asian British,Pakistani
4911,PSY,Male,5,Right,7,87,Employed no access to money,0.738339824,0.174212765,0.260108597,Asian/Asian British,Pakistani
4912,PSY,Female,5,Right,8,96,Benefits but coping,0.3022869,NA,0.159552937,Asian/Asian British,Pakistani
4913,PSY,Female,5,Right,7,94,Most dep,0.100831018,0.5265557,0.260490547,Asian/Asian British,Pakistani
4914,PSY,Female,5,Right,9,111,Employed no access to money,-0.291735778,-0.311504892,0.20130937,Asian/Asian British,Pakistani
4915,SS,Female,5,Right,5,62,Employed no access to money,-1.518695682,NA,0.033701813,Asian/Asian British,Pakistani
4916,PSY,Female,5,Right,8,99,Employed no access to money,0.040021373,-0.095060305,-0.235788376,Asian/Asian British,Pakistani
4917,PSY,Male,5,Right,7,91,Benefits but coping,0.3487151,0.034313228,0.016083072,Asian/Asian British,Pakistani
4918,PSY,Male,5,Right,7,94,Least dep and most educated,0.692231421,0.61216235,0.214794866,Asian/Asian British,Pakistani
4919,PSY,Male,5,Right,8,96,Benefits but coping,0.508677463,NA,0.217572017,Asian/Asian British,Pakistani
4920,PSY,Female,5,Right,8,97,Employed not mat dep,0.4878416,0.228921215,0.290831109,Asian/Asian British,Pakistani
4921,PSY,Female,5,Right,7,88,Least dep and most educated,-0.158638912,-0.065361684,0.173244358,Asian/Asian British,Pakistani
4922,PSY,Male,5,Right,7,92,Employed no access to money,0.262492759,-0.759595273,0.104672627,Asian/Asian British,Pakistani
4923,PSY,Female,5,Right,8,105,Least dep and most educated,0.555696919,0.427748012,0.369211601,Asian/Asian British,Pakistani
4924,SS,Female,5,Right,4,58,Least dep and most educated,-1.040192943,-1.089099933,-0.07701497,Asian/Asian British,Pakistani
4925,PSY,Female,5,Right,8,107,Benefits but coping,0.578290857,0.432169951,0.201064201,Asian/Asian British,Pakistani
4926,SS,Female,5,Right,5,60,Benefits but coping,-0.034348367,NA,-0.425337704,Asian/Asian British,Pakistani
4927,PSY,Female,5,Right,9,108,Least dep and most educated,0.453559706,0.298044114,0.247444147,Asian/Asian British,Pakistani
4928,SS,Female,5,Right,4,59,Least dep and most educated,-0.214720715,-0.100901102,-0.381772571,Asian/Asian British,Pakistani
4929,PSY,Female,5,Right,8,99,Benefits but coping,0.558946036,0.677028333,0.168401374,Asian/Asian British,Pakistani
4930,PSY,Male,5,Right,7,90,Benefits but coping,0.213002983,-0.849104689,-0.082132288,Asian/Asian British,Pakistani
4931,PSY,Female,5,Right,7,88,Benefits but coping,0.226353984,-0.158618908,0.267689283,Asian/Asian British,Pakistani
4932,PSY,Male,1,Right,8,101,Benefits but coping,0.652399015,0.531995554,0.215750493,White,White British
4933,PSY,Female,5,Right,8,97,Employed not mat dep,0.677577554,0.632396487,0.023824417,Asian/Asian British,Pakistani
4934,PSY,Male,5,Right,8,96,Employed not mat dep,-0.467210423,0.212267673,0.019550669,Asian/Asian British,Pakistani
4935,PSY,Female,5,Left,8,101,Least dep and most educated,0.100953686,0.028054964,0.064699801,Asian/Asian British,Pakistani
4936,PSY,Male,5,Right,7,95,Least dep and most educated,0.472268871,0.584441053,0.082480068,Asian/Asian British,Pakistani
4937,PSY,Male,5,Right,7,90,Employed no access to money,0.623961243,NA,-0.050997875,Asian/Asian British,Pakistani
4938,PSY,Female,5,Right,7,93,Employed not mat dep,-0.391728316,0.214600695,-0.183190263,Asian/Asian British,Pakistani
4939,PSY,Female,5,Right,8,96,Employed no access to money,NA,NA,NA,Asian/Asian British,Pakistani
4940,PSY,Female,5,Right,8,103,Employed not mat dep,0.555212609,0.356352714,0.297544612,Asian/Asian British,Pakistani
4941,SS,Female,5,Right,5,61,Employed not mat dep,-0.942319751,-0.045101929,-0.194149597,Asian/Asian British,Pakistani
4942,PSY,Female,5,Right,8,101,Least dep and most educated,0.56989203,0.402334813,0.318855027,Asian/Asian British,Pakistani
4943,SS,Female,5,Right,4,58,Least dep and most educated,-0.289862694,-0.721965475,-0.01270985,Asian/Asian British,Pakistani
4944,PSY,Male,5,Right,8,96,Benefits but coping,0.625462153,0.288457668,-0.008003504,Asian/Asian British,Pakistani
4945,PSY,Female,5,Right,7,93,Least dep and most educated,0.221144924,0.212645949,0.219051081,Asian/Asian British,Pakistani
4946,PSY,Male,5,Right,7,95,Benefits but coping,0.498547396,0.096150221,0.222584658,Asian/Asian British,Pakistani
4947,PSY,Female,1,Right,8,98,Most dep,0.302455171,0.579634642,0.093761188,White,White British
4948,PSY,Male,1,Right,8,98,Employed not mat dep,0.527302031,0.017192807,0.205305934,White,White British
4949,PSY,Male,1,Right,9,110,Employed not mat dep,0.62618208,0.502909548,-0.02407039,White,White British
4950,SS,Male,1,Right,5,62,Employed not mat dep,-0.744681728,-1.111974226,0.057305744,White,White British
4951,PSY,Male,5,Right,8,104,Employed no access to money,0.611658172,0.789656921,0.164124673,Asian/Asian British,Pakistani
4952,SS,Male,5,Right,5,62,Employed no access to money,-0.429610703,NA,0.211574942,Asian/Asian British,Pakistani
4953,PSY,Male,5,Right,7,91,Least dep and most educated,0.117569989,0.647371145,0.05309941,Asian/Asian British,Pakistani
4954,PSY,Female,5,Right,7,92,Employed no access to money,0.286076152,0.486168292,0.200420829,Asian/Asian British,Pakistani
4955,PSY,Male,1,Right,7,95,Employed not mat dep,0.344610512,0.127622939,0.11108382,White,White British
4956,PSY,Male,1,Right,8,102,Employed no access to money,0.265304875,0.320735372,0.258900222,White,White British
4957,PSY,Male,1,Right,9,108,Least dep and most educated,-0.233356058,0.290150638,-2.241128205,White,White British
4958,SS,Male,1,Right,5,60,Least dep and most educated,-0.809301923,-0.905762642,0.095376483,White,White British
4959,PSY,Female,1,Right,7,95,Employed no access to money,0.413270347,0.417012735,0.190611894,White,White British
4960,SS,Female,1,Right,4,53,Employed no access to money,-1.107719049,-0.852080212,-0.453861584,White,White British
4961,PSY,Female,10,Right,9,108,Most dep,0.551281895,0.179589387,-0.208024044,Black/Black British,Other
4962,SS,Female,10,Right,5,61,Most dep,0.043509963,NA,-1.524464998,Black/Black British,Other
4963,PSY,Male,5,Right,8,96,Most dep,0.321900804,0.789412491,0.365237529,Asian/Asian British,Pakistani
4964,PSY,Female,1,Left,8,106,Least dep and most educated,0.559636212,0.53321265,0.320797755,White,White British
4965,SS,Female,1,Left,4,58,Least dep and most educated,0.012005588,-0.791197894,0.170342089,White,White British
4966,PSY,Female,1,Right,9,113,Employed not mat dep,0.684574128,NA,0.423646162,White,White British
4967,SS,Female,1,Right,5,65,Employed not mat dep,-0.129023767,-0.76943055,0.046918165,White,White British
4968,PSY,Male,5,Right,7,91,Least dep and most educated,0.473853816,0.34995025,0.120020786,Asian/Asian British,Pakistani
4969,PSY,Female,1,Right,8,99,Employed no access to money,0.545613592,0.277052875,0.146484665,White,White British
4970,PSY,Female,1,Right,8,97,Employed not mat dep,0.599508478,0.390291351,0.20875214,White,White British
4971,PSY,Male,1,Right,8,97,Benefits but coping,0.334512602,-0.218126681,0.406970622,White,White British
4972,PSY,Male,8,Right,7,92,Least dep and most educated,0.066168757,0.449051351,-0.164164369,Asian/Asian British,Other
4973,PSY,Male,5,Right,9,111,Employed not mat dep,0.67663985,0.484606704,0.277931245,Asian/Asian British,Pakistani
4974,SS,Male,5,Right,5,63,Employed not mat dep,0.280671039,-0.201928511,-0.029758683,Asian/Asian British,Pakistani
4975,PSY,Male,1,Right,7,93,Benefits but coping,0.546699708,0.486477161,-0.162693863,White,White British
4976,PSY,Male,5,Left,9,117,Benefits but coping,0.637610209,0.750367438,0.441407294,Asian/Asian British,Pakistani
4977,SS,Male,5,Left,5,69,Benefits but coping,0.189459206,NA,-0.362660981,Asian/Asian British,Pakistani
4978,PSY,Female,5,Right,7,93,Least dep and most educated,-0.203106147,-0.090862559,-1.330185079,Asian/Asian British,Pakistani
4979,PSY,Male,5,Right,7,94,Benefits but coping,-0.981727656,0.289153662,-0.359367803,Asian/Asian British,Pakistani
4980,PSY,Female,1,Right,7,92,Employed no access to money,0.522235553,-0.294862026,0.140766508,White,White British
4981,PSY,Male,1,Right,7,92,Employed not mat dep,0.442932599,0.499567153,0.265508102,White,White British
4982,PSY,Female,1,Right,9,113,Least dep and most educated,0.660195515,-0.320523407,-0.01459098,White,White British
4983,SS,Female,1,Right,5,65,Least dep and most educated,0.256378554,0.07628425,0.394002618,White,White British
4984,PSY,Male,5,Left,9,114,Least dep and most educated,0.63602308,0.567110375,0.443676735,Asian/Asian British,Pakistani
4985,SS,Male,5,Left,5,66,Least dep and most educated,0.056313016,-0.12843241,-0.335002092,Asian/Asian British,Pakistani
4986,PSY,Female,1,Right,9,114,Benefits but coping,0.684513644,0.723694669,0.356697109,White,White British
4987,SS,Female,1,Right,5,66,Benefits but coping,0.025185458,0.351538655,0.133095167,White,White British
4988,PSY,Male,5,Left,7,95,Most dep,0.435154155,NA,0.277347395,Asian/Asian British,Pakistani
4989,PSY,Female,13,Right,7,91,Employed not mat dep,0.610587991,NA,0.156803909,Mixed,Other
4990,PSY,Female,1,Right,8,96,Least dep and most educated,0.52347273,NA,0.05389413,White,White British
4991,PSY,Female,1,Right,8,96,Least dep and most educated,0.49340759,0.382941041,0.219079322,White,White British
4992,PSY,Male,5,Right,9,115,Benefits but coping,0.277441231,0.349771625,0.111168645,Asian/Asian British,Pakistani
4993,SS,Male,5,Right,5,68,Benefits but coping,-0.213982468,NA,0.058302327,Asian/Asian British,Pakistani
4994,PSY,Female,5,Left,7,94,Benefits but coping,0.516071031,0.238701922,0.325125784,Asian/Asian British,Pakistani
4995,PSY,Male,5,Right,8,99,Employed no access to money,0.170825679,0.044180251,-0.609283089,Asian/Asian British,Pakistani
4996,PSY,Male,5,Right,7,91,Benefits but coping,0.51117244,0.240366702,0.284262703,Asian/Asian British,Pakistani
4997,PSY,Female,5,Right,7,93,Most dep,0.19142931,0.31682619,0.02254686,Asian/Asian British,Pakistani
4998,PSY,Male,5,Right,7,95,Most dep,0.340905833,-0.061568478,0.273387312,Asian/Asian British,Pakistani
4999,SS,Male,5,Right,4,53,Most dep,-0.922092311,-4.032331403,-1.798999985,Asian/Asian British,Pakistani
5000,PSY,Female,1,Right,8,96,Employed not mat dep,0.357628719,-0.140944188,0.254670217,White,White British
5001,PSY,Male,1,Right,8,96,Most dep,0.634753002,NA,-0.078081027,White,White British
5002,PSY,Male,5,Right,7,91,Most dep,-0.111147076,-0.343069544,-1.107683826,Asian/Asian British,Pakistani
5003,PSY,Female,5,Left,7,94,Least dep and most educated,0.472141209,0.079172164,-0.146646359,Asian/Asian British,Pakistani
5004,PSY,Male,5,Right,8,103,Least dep and most educated,0.693886849,0.472762567,-0.206443402,Asian/Asian British,Pakistani
5005,SS,Male,5,Right,5,61,Least dep and most educated,-1.901582554,-2.046087118,-0.048340998,Asian/Asian British,Pakistani
5006,PSY,Female,5,Right,7,93,Least dep and most educated,0.734333018,0.604361715,0.373406665,Asian/Asian British,Pakistani
5007,SS,Female,5,Right,4,50,Least dep and most educated,-1.651549127,NA,-0.077033342,Asian/Asian British,Pakistani
5008,PSY,Female,1,Right,8,101,Employed no access to money,0.521472863,0.382497589,0.326166461,White,White British
5009,PSY,Male,5,Left,7,95,Employed no access to money,0.636013624,0.165068392,0.24650143,Asian/Asian British,Pakistani
5010,PSY,Female,1,Right,7,93,Most dep,0.694116007,0.690413142,0.38178875,White,White British
5011,PSY,Female,1,Right,8,97,Employed not mat dep,0.168271632,-0.35660725,0.375691794,White,White British
5012,PSY,Male,5,Right,8,98,Benefits but coping,-0.159969208,NA,-2.710365828,Asian/Asian British,Pakistani
